json_parsed.adnumber,name,category,description
39019967,Dell Precision 690 Dual Xeon Computer, Desktops,"Dell Precision 690CPUs: Dual (Dual socket motherboard) Xeon 5110s @ 1.6 GHzRAM: 7 GBs DDR2 (8 slots available)Power Supply: 750 WattGPU: XFX Radeon HD 6870 DDNo hard drives includedEverything works great, this machine was running Windows Server 2008 up until a few days ago, I upgraded to a new machine and have no use for this anymore. Call or text"
39019954,HP Pavilion Pavillion Desktop Computer Bundle w/LED Monitor, Desktops,"Excellent condition HP Pavilion P7 pc bundle.  Includes:Desktop computer, 23"" LED monitor, keyboard, and laser mouse.  AMD quad core processor, 8GB memory, AMD Radeon HD graphics, 1 terabyte hard drive, supermulti DVD burner, wireless LAN 802.11 b/g/n, Norton Antivirus, and Windows 10.Priced to sell at $500 obo.  Thanks!"
37975528,hp deskjet d2680 printer, Printers,"Great shape, been in storage, cables included, in sugarhouse, make offer"
37975497,hp desktop computer - works!, Desktops,"40 obo, been in storage for a little bit, just turned it on and installed windows 10.  Wireless internet.  a couple of the usb ports don't work but it has 8-10 total.  no video card, running video off of motherboard. In sugarhouse, make offer.19"" flatscreen HP monitor, PC, keyboard, wireless mouse for $90 obo"
37976901,19 inch flat screen HP monitor, Monitors,"40 obo, in sugarhouse, need gone, works great"
37977667,120 gb external hard drive, Desktop Hardware and Accessories,"Western digital, in sugarhouse, make offer"
39019330,HP LaserJet CP3525N, Printers,"Used and Sold without warranty- Was working when pulled out of service.

Manufacturer�s Description

LaserJet CP3525N Printer quickly produce eye-catching documents, brochures and other marketing materials in your own office using this fast, powerfully networked, affordable color laser printer. Boost productivity and save paper with two-sided printing.

The Specs
Part Number 	CC469A#ABA
Interfaces/Ports USB

General Information
Manufacturer 	Hewlett-Packard
UPC Code 	U88129
Manufacturer Part Number 	CC469A#ABA
Brand Name 	HP
Product Name 	LaserJet CP3525N Printer
Marketing Information 	

LaserJet CP3525N Printer quickly produce eye-catching documents, brochures and other marketing materials in your own office using this fast, powerfully networked, affordable color laser printer. Boost productivity and save paper with two-sided printing.
Product Model 	CP3525N
Product Type 	Laser Printer
Manufacturer Website Address 	http://www.hp.com
Product Line 	LaserJet
Product Series 	CP3500
Memory
Standard Memory 	256 MB
Miscellaneous
Package Contents 	

    LaserJet CP3525N Printer
    4 x Preinstalled introductory HP Color LaserJet print cartridges with HP ColorSphere toner
    Toner collection unit
    HP Jetdirect Gigabit Ethernet embedded print server
    HP Marketing Starter Kit
    In-box documentation (Getting Started Guide)
    Software drivers and documentation on CD-ROM
    Power cable
    100-sheet multipurpose tray
    250 sheet input tray

Additional Information 	Custom Media Size:

    Multipurpose tray: 3.87 x 5.83 to 8.5 x 14 in
    Input tray: 5.83 x 8.27 to 8.5 x 11.69 in

Network & Communication
Ethernet Technology 	Gigabit Ethernet
Ethernet 	Yes
Physical Characteristics
Height 	14.1""
Width 	20.2""
Depth 	19.3""
Weight (Approximate) 	1160.0 oz
Form Factor 	Desktop
Warranty
Limited Warranty 	1 Year
Media Handling
Media Size 	Letter, Legal, 8.50"" x 13"", Executive, Envelope No. 10, Envelope No. 7 3/4, Monarch Envelope
Standard Input Media Capacity 	350 sheets
Media Handling 	1 x Multipurpose Tray 100 Sheet, 1 x Input Tray 250 Sheet, 1 x Output Bin 250 Sheet
Media Type 	Plain Paper, Bond Paper, Light Paper, Recycled Paper, Heavy Media, Glossy Paper, Card Stock, Transparency, Letterhead, Envelope, Preprinted Paper, Pre-punched Paper, Rough Paper
Number of Input/Multipurpose Trays Installed 	2
I/O Expansions
Expansion Slots 	1 x EIO
Technical Information
Platform Supported 	Mac, PC
Maximum Color Print Speed (ppm) 	30
Maximum Print Resolution 	1200 x 600 dpi
Maximum Mono Print Speed (ppm) 	30
Print Color 	Color
Reliability
Duty Cycle 	75000 pages per month
Fonts & Emulation
Language Emulation 	PCL 6, PCL 5c, PostScript 3, Direct PDF v1.4"
39019329,HP LaserJet P3015, Printers,"Used and Sold without warranty- Was working when pulled out of service. 2 available.HP LaserJet Enterprise P3015 Printer(CE525A) - SpecificationsSpecificationsPrint speed black(normal, A4)Up to 40 ppmPrint speed footnote Exact speed varies depending on the system configuration,software application, and document complexity.Print quality black(best)Up to 1200 x 1200 dpiPrint technology LaserDuty cycle(monthly, A4)Up to 100,000 pagesDuty cycle note Duty cycle is defined as the maximum number of pages per month of imaged output. This value provides a comparison of product robustness in relation to other HP LaserJet or HP Color LaserJet devices, and enables appropriate deployment of printers and MFPs to satisfy the demands of connected individuals or groups.Recommended monthly page volume 1500 to 5000"
38199124,Lacie 250 GB external hard drive. FA Porsche design., Apple Hardware and Accessories ,Lacie 250GB external hard drive. Sleek design by Porsche for Mac or PC. Dimensions 1.4H x 4.4W x 7.4L  Dual 6 pin firewire ports. Wiped and ready to use. In excellent condition.
39019168,Mint condition Ipad Air 2 64GB space grey, Apple iPads and Accessories,"Ipad is in mint condition. I got it for Physician Assistant school and ended up just using my mac book pro. It comes with a black Logitech case and keyboard. 

PLEASE TEXT MESSAGES ONLY 801-529-5518 

Thinner & Lighter
The iPad Air 2 is 18% thinner than its predecessor at 0.24"" and weighs just 0.96 lb. While lightweight, the Air 2 is still durable, thanks to its aluminum unibody construction.
Retina Display
Within the 9.7"" LED-backlit touchscreen, the 2048 x 1536 native resolution renders text and images at 264 pixels per inch and a total of over 3.1 million pixels. The display uses a 1-layer design, which eliminates gaps between layers, along with the internal reflections caused by those gaps. This results in richer colors, greater contrast, and sharper, more vivid images. The display also features a fingerprint-resistant oleophobic coating to keep your screen clean.
Touch ID
Your fingerprint is the perfect password. You always have it with you. And no one can ever guess what it is. Apple's Touch ID technology uses a unique fingerprint identity sensor to make unlocking your iPad easy and secure. Just put your finger on the Home button to unlock your iPad. Touch ID is capable of 360 degree readability, so no matter how you're holding it - portrait, landscape, or anything in between - your iPad knows who you are."
39019110,iPad mini 1 2 3 case, Apple iPads and Accessories,I don't want it anymore it's in good shape I am getting a new case for my iPad text if interested at 801-870-9788 need it gone it comes with three free screen protector to
39018642,"HP Pavilion 17"" Notebook PC 17-e112dx", Laptops,"Excellent condition, hardly used."
39018633,Corsair Carbide Series 330R Titanium Edition Quiet Mid-Tower Case, Desktop Hardware and Accessories,"This is a customer return. Our store handles large amounts of store returns and this tower in in great condition. It was returned for slight dent at the bottom of one of the side panels. Great looking tower and still has plastic wrap on it. Let me know if you have any questions call or text (Sterling 801-866-3758) Or just drop by the store and ask about it. BDO OUTLET 986 W 2nd St, Building 12A, Ogden, UT 84404"
39018255,Apple Bluetooth Trackpad, Apple Hardware and Accessories ,We have an extra bluetooth trackpad and need to get rid of it. Used twice.
39018200,Apple Bluetooth Keyboard, Apple Hardware and Accessories ,We have an extra Bluetooth keyboard and need to get rid of it. Retail is $100. We've only used it twice.
39017994,"HP Envy TouchSmart, 16GB RAM, i7 Processor, 1TB HD", Laptops,"I've had this laptop for a couple of years and just got a job where I was given a laptop so I am no longer using this one.Originally came with 8GB of RAM and I upgraded it to 16GB. This is a fast, reliable Machine.- i7 Intel Quad Core proecessor- 16 GB RAM (the max you can add, 8GB were added after purchase)- 1 TB HDD - Graphics Intel-HD of Max resolution of 1920x1080- Touch 17"" Screen- Backlit keyboard- DVD-RW- Wireless Networking- Bluetooth- 4 USB Ports- 1 HDMI Output- Media Card readerI'll include the wireless mice & keyboard combo I've been using with it.NO EXCHANGES AND ONLY LOCAL BUYERS PLEASE."
39017662,2015 MacBook Air 13, Apple Laptops,2015 MacBook Air.Still have warranty.Please text for any question801-210-1116
39017523,"Amazon Fire 7"" Quad-Core Tablet by Kindle", Android Tablets and Accessories,"Amazon SV98LN Fire 7"" Quad-Core Tablet Powered by Kindle with 16GB microSD Memory BRAND NEW in PRISTINE condition.Key FeaturesType	TabletProduct Line	Kindle FireDisplay Size	7in (17.78 cm)Storage Capacity	16GBOperating System	Fire OSInternet Connectivity	Wi-FiExterior Color	BlackProcessor Manufacturer	SnapdragonProcessor Speed	2.2 GHzDisplay and ScreenResolution	1920 x 1200Digital CameraRear Camera Resolution	1.3 megapixelConnections and ExpandabilityExpansion Ports	Micro USBDimensionsWidth	7.3in (18.54 cm)Weight	0.66lb (0.3 kg)Battery Run Time	Up to 11 hoursStop by anytime, lifetime warranty on all firearms, and 2 week money back guarantee on all other merchandise. Highest dollar paid on your unwanted firearms, jewelry, & much more. We buy and loan on almost anything of value. Lay it away today. Come check us out!!VIP PAWN & GUNSEXPERIENCE THE DIFFERENCEVIPPAWN.COM STORE # (801)226-3030TEXT (435) 767-7296"
39017503,"Toshiba 14"" Screen", Laptops,"Works well, 3-4 years old. Large 14"" screen. Does not come with charger. Ebay and amazong have chargers from 12-15$. Also works with my girlfriends asus laptop charger. Call to make an offer"
38042233,Epson printer for sale, Printers,"Epson scanner, color printer and copier  for sale. Works well and in good condition, just needs ink."
39016924,Hard Drives, Desktop Hardware and Accessories,"Have a few hard drives laying around. Prices vary.

WD400 - 40GB - $10
WD800 - 80GB - $15
WD2000 - 200GB - $20
WD5000 - 500GB - $35
WD15ears - 1.5TB - $55 

Have 2 of the 1.5TB
"
39016750,"HP Pavilion p6-2330 Desktop (3.6 GHz AMD A6-5400K Processor, 6GB DDR3, 1TB HDD, Windows 8)", Desktops,BRAND NEW in BOXFeel free to call or text with any questions!AMD A_Series_Dual_Core_A6_5400K/#A-Series Dual-Core A6-5400K Processor 3.6 GHz (1 MB cache)6GB DDR3Windows 81024 GB 7200 rpm Hard DriveSuper-Multimedia DVD Burner
39016738,Lenovo Laptop, Laptops,"Lenovo Z575 LaptopCPU AMD A series A8-3520M / 1.6 GHzMax Turbo Speed 2.5 GHzNumber of Cores Quad-CoreCache L2 - 4 MB64-bit Computing YesChipset Type AMD A60MFeatures AMD Turbo CORE technology, integrated memory controllerCACHE MEMORYType L2 cacheInstalled Size 4 MBMEMORYMax Supported Size 8 GBTechnology DDR3 SDRAMSpeed 1333 MHz / PC3-10600Form Factor SO-DIMM 204-pinSlots Qty 2Empty Slots 0STORAGEInterface Serial ATA-300Optical Drive DVD-Writer - fixedRAMMemory Speed 1333 MHzMemory Specification Compliance PC3-10600Configuration Features 1 x 4 GB + 1 x 2 GBTechnology DDR3 SDRAMInstalled Size 6 GBDISPLAYLCD Backlight Technology LED backlightResolution 1366 x 768 ( HD )Widescreen Display YesImage Aspect Ratio 16:9Monitor Features VibrantView, glossyType LEDDiagonal Size (metric) 39.62 cmDisplay Resolution Abbreviation HDAUDIO & VIDEOGraphics Processor AMD Radeon HD 6520GMemory Allocation Technology shared video memory (UMA)Integrated Webcam YesResolution (MP) 0.3 MegapixelSound Stereo speakers , microphoneAudio Codec Realtek ALC272HARD DRIVESpindle Speed 5400 rpmType HDDCapacity 500 GB"
